OrderID,OrderDate,Region,Product,Category,Quantity,UnitPrice,TotalSales,Profit
10032,2023-04-18 16:54:08,Central,Microwave,Appliances,3,800,2400,326.83
10033,2023-03-08 11:17:46,East,Dining Table,Furniture,4,183,732,190.2
10034,2023-05-04 04:14:50,East,Blender,Appliances,1,786,786,131.14
10035,2023-03-12 18:16:30,Central,Jacket,Clothing,4,24,96,23.63
10036,2023-11-29 03:10:33,West,Refrigerator,Appliances,1,984,984,181.06
10037,2023-06-03 05:08:43,Central,Refrigerator,Appliances,2,846,1692,364.92
10038,2023-09-06 19:49:15,Central,Jacket,Clothing,1,83,83,22.12
10039,2023-12-14 07:37:51,South,Sofa,Furniture,2,365,730,190.41
10040,2023-11-05 15:26:06,Central,Tablet D,Electronics,2,762,1524,416.49
10041,2023-05-27 09:30:37,East,Sofa,Furniture,1,476,476,53.28
10042,2023-08-21 02:15:25,Central,T-Shirt (Blue),Clothing,4,12,48,11.44
10043,2023-07-15 03:51:10,East,Refrigerator,Appliances,4,503,2012,257.53
10044,2023-03-01 13:53:01,East,Office Chair,Furniture,3,728,2184,400.03
10045,2023-08-05 19:12:50,East,Smartphone Model B,Electronics,2,804,1608,337.23
10046,2023-11-16 05:40:06,West,Jacket,Clothing,3,25,75,13.54
10047,2023-11-28 11:41:39,South,Sofa,Furniture,2,180,360,73.41
10048,2023-11-18 23:26:55,East,Smartphone Model B,Electronics,1,467,467,139.78
10049,2023-10-17 13:58:16,East,Jeans,Clothing,3,74,222,28.2
10050,2023-01-29 02:33:08,West,Tablet D,Electronics,5,1174,5870,1379.99
10051,2023-10-25 09:13:22,East,Jacket,Clothing,2,94,188,33.69
10052,2023-01-31 19:44:06,Central,Blender,Appliances,1,176,176,22.28
10053,2023-11-18 05:01:08,Central,Dining Table,Furniture,1,378,378,49.8
10054,2023-09-15 20:02:16,South,Laptop Model A,Electronics,1,493,493,142.9
10055,2023-05-07 20:10:14,East,T-Shirt (Red),Clothing,4,30,120,33.11
10056,2023-09-29 01:02:09,West,Smartphone Model B,Electronics,3,857,2571,723.5
10057,2023-06-27 14:47:31,Central,Smartphone Model B,Electronics,4,810,3240,966.51
10058,2023-08-22 17:24:40,West,Bookshelf,Furniture,5,474,2370,335.74
10059,2023-08-22 08:47:55,West,Washing Machine,Appliances,1,998,998,170.75
10060,2023-02-09 04:22:37,Central,Laptop Model A,Electronics,2,229,458,107.1
10061,2023-07-04 10:01:21,West,Jacket,Clothing,4,41,164,32.27
10062,2023-05-10 10:42:01,Central,T-Shirt (Blue),Clothing,3,76,228,41.88
10063,2023-01-17 23:08:09,West,Washing Machine,Appliances,4,221,884,151.66
10064,2023-07-14 23:16:04,Central,T-Shirt (Red),Clothing,1,72,72,15.75
10065,2023-08-04 07:28:01,East,Microwave,Appliances,3,609,1827,393.02
10066,2023-08-14 23:01:39,South,Jeans,Clothing,2,66,132,17.46
10067,2023-11-27 14:19:07,Central,Office Chair,Furniture,4,479,1916,372.37
10068,2023-05-12 20:32:46,Central,Headphones C,Electronics,1,1119,1119,235.77
10069,2023-06-27 18:21:47,South,Sofa,Furniture,2,539,1078,230.75
10070,2023-08-30 03:08:54,Central,Laptop Model A,Electronics,4,1132,4528,643.07
10071,2023-01-31 21:39:55,Central,Smartphone Model B,Electronics,4,620,2480,616.17
10072,2023-05-29 14:30:20,West,Laptop Model A,Electronics,1,392,392,41.18
10073,2023-09-10 00:38:31,South,Office Chair,Furniture,4,768,3072,525.21
10074,2023-06-06 00:24:14,East,Headphones C,Electronics,2,643,1286,329.27
10075,2023-03-16 01:13:06,Central,Sofa,Furniture,2,518,1036,220.44
10076,2023-06-02 15:07:57,South,Microwave,Appliances,3,528,1584,241.14
10077,2023-01-22 15:42:08,West,T-Shirt (Blue),Clothing,3,20,60,14.34
10078,2023-02-18 02:14:59,East,T-Shirt (Red),Clothing,1,47,47,10.03
10079,2023-05-07 16:34:57,South,Laptop Model A,Electronics,5,591,2955,766.08
10080,2023-11-08 19:07:19,East,Office Chair,Furniture,2,787,1574,388.79
10081,2023-09-24 12:24:35,East,T-Shirt (Blue),Clothing,4,65,260,57.73
10082,2023-12-16 03:26:57,East,Bookshelf,Furniture,4,585,2340,462.47
10083,2023-06-13 02:14:21,Central,Sofa,Furniture,1,130,130,16.46
10084,2023-08-09 20:43:49,Central,Tablet D,Electronics,4,824,3296,501.87
10085,2023-08-28 10:30:13,West,Jacket,Clothing,5,59,295,54.23
10086,2023-09-16 12:13:55,West,Tablet D,Electronics,5,1125,5625,1236.71
10087,2023-09-14 20:25:25,South,Smartphone Model B,Electronics,3,778,2334,473.2
10088,2023-01-04 03:30:36,West,Jeans,Clothing,3,54,162,25.54
10089,2023-02-11 11:45:02,East,Jacket,Clothing,4,35,140,14.18
10090,2023-11-12 12:35:29,East,Washing Machine,Appliances,3,479,1437,286.32
10091,2023-03-26 06:36:09,Central,Refrigerator,Appliances,3,497,1491,234.27
10092,2023-08-09 19:04:11,East,Dining Table,Furniture,3,333,999,246.67
10093,2023-04-10 08:49:37,South,T-Shirt (Blue),Clothing,3,59,177,18.55
10094,2023-08-13 22:48:41,East,Microwave,Appliances,3,174,522,113.26
10095,2023-07-28 21:35:57,East,Office Chair,Furniture,5,641,3205,923.98
10096,2023-08-26 19:22:11,South,Dining Table,Furniture,2,584,1168,157.54
10097,2023-07-26 07:06:53,West,Sofa,Furniture,2,224,448,87.06
10098,2023-02-05 06:27:42,West,Blender,Appliances,5,219,1095,129.52
10099,2023-11-06 14:37:02,South,T-Shirt (Blue),Clothing,4,44,176,39.62
10100,2023-05-08 00:13:59,Central,Headphones C,Electronics,4,985,3940,827.82
10101,2023-01-07 12:51:25,East,Bookshelf,Furniture,4,300,1200,217.77
10102,2023-02-03 07:46:30,South,Blender,Appliances,1,846,846,172.82
10103,2023-09-16 22:53:47,East,Washing Machine,Appliances,5,108,540,150.83
10104,2023-11-03 10:52:40,Central,Smartphone Model B,Electronics,4,1112,4448,619.42
10105,2023-01-12 15:48:13,East,Laptop Model A,Electronics,5,935,4675,488.6
10106,2023-09-07 10:29:59,South,Microwave,Appliances,4,118,472,128.54
10107,2023-02-08 23:10:12,East,Jacket,Clothing,5,58,290,62.47
10108,2023-10-19 12:57:51,West,Smartphone Model B,Electronics,5,873,4365,1214.04
10109,2023-09-13 03:26:36,Central,Blender,Appliances,5,903,4515,990.54
10110,2023-10-12 13:02:09,Central,Laptop Model A,Electronics,5,578,2890,757.27
10111,2023-02-01 07:10:38,Central,T-Shirt (Red),Clothing,3,12,36,6.69
10112,2023-01-31 10:45:08,South,Bookshelf,Furniture,2,453,906,226.47
10113,2023-02-10 10:44:39,Central,Smartphone Model B,Electronics,5,762,3810,1076.74
10114,2023-09-16 00:53:45,West,Jacket,Clothing,2,94,188,40.31
10115,2023-08-03 15:20:56,South,Blender,Appliances,4,582,2328,316.97
10116,2023-09-30 00:03:07,West,Smartphone Model B,Electronics,4,338,1352,207.88
10117,2023-06-30 15:02:19,East,Smartphone Model B,Electronics,4,698,2792,390.12
10118,2023-05-08 08:12:28,East,Blender,Appliances,1,653,653,97.54
10119,2023-01-15 20:59:20,East,Sofa,Furniture,5,582,2910,469.33
10120,2023-12-25 11:03:56,East,Refrigerator,Appliances,5,160,800,168.82
10121,2023-09-22 13:22:22,West,Tablet D,Electronics,2,338,676,147.1
10122,2023-03-01 20:57:16,South,Blender,Appliances,4,484,1936,358.74
10123,2023-07-30 16:18:08,South,Jacket,Clothing,5,26,130,29.0
10124,2023-01-01 13:36:24,Central,Refrigerator,Appliances,3,813,2439,283.69
10125,2023-05-05 20:51:18,West,Headphones C,Electronics,2,303,606,71.24
10126,2023-03-17 21:09:28,East,Blender,Appliances,1,713,713,95.8
10127,2023-11-26 01:41:43,West,Sofa,Furniture,2,264,528,107.51
10128,2023-07-31 14:13:20,Central,Blender,Appliances,5,569,2845,406.26
10129,2023-06-19 04:09:15,Central,Bookshelf,Furniture,4,616,2464,386.0
10130,2023-08-09 00:02:15,West,T-Shirt (Blue),Clothing,1,45,45,8.1
10131,2023-10-02 12:08:55,West,Office Chair,Furniture,3,163,489,128.3
10132,2023-11-08 13:12:30,West,Refrigerator,Appliances,3,166,498,51.18
10133,2023-05-28 05:07:22,South,Smartphone Model B,Electronics,2,466,932,214.24
10134,2023-06-25 11:20:18,East,Sofa,Furniture,5,658,3290,769.12
10135,2023-07-05 12:51:28,West,T-Shirt (Red),Clothing,4,30,120,31.17
10136,2023-01-21 02:31:35,West,Sofa,Furniture,3,586,1758,503.76
10137,2023-05-02 12:35:46,West,Office Chair,Furniture,4,616,2464,256.32
10138,2023-02-25 07:54:10,Central,Bookshelf,Furniture,1,283,283,37.0
10139,2023-10-08 15:09:20,Central,T-Shirt (Blue),Clothing,4,50,200,55.45
10140,2023-08-07 14:23:54,South,Blender,Appliances,2,573,1146,219.69
10141,2023-07-05 12:37:24,East,Bookshelf,Furniture,1,246,246,52.38
10142,2023-08-09 00:16:41,South,Office Chair,Furniture,2,403,806,187.48
10143,2023-12-10 03:52:06,East,Laptop Model A,Electronics,4,947,3788,893.26
10144,2023-05-12 05:04:57,Central,T-Shirt (Blue),Clothing,4,79,316,90.49
10145,2023-11-19 19:42:32,Central,Sofa,Furniture,2,327,654,195.8
10146,2023-02-14 14:22:19,Central,T-Shirt (Red),Clothing,3,42,126,30.75
10147,2023-07-05 08:10:46,South,Office Chair,Furniture,3,598,1794,282.45
10148,2023-11-09 14:33:44,West,Refrigerator,Appliances,2,514,1028,283.68
10149,2023-10-31 18:15:35,West,Microwave,Appliances,3,998,2994,328.87
10150,2023-07-25 17:02:03,Central,Office Chair,Furniture,3,181,543,79.4
10151,2023-05-18 20:20:49,West,Microwave,Appliances,4,996,3984,1113.44
10152,2023-03-24 12:35:44,West,Sofa,Furniture,4,464,1856,280.7
10153,2023-02-22 14:39:43,South,Microwave,Appliances,3,97,291,41.94
10154,2023-06-30 11:39:34,East,Smartphone Model B,Electronics,1,1039,1039,132.6
10155,2023-11-09 22:00:54,Central,Tablet D,Electronics,4,1140,4560,1239.51
10156,2023-08-26 13:16:45,Central,Headphones C,Electronics,1,536,536,107.21
10157,2023-08-31 03:07:03,South,T-Shirt (Blue),Clothing,1,81,81,19.03
10158,2023-04-03 10:53:24,South,Jacket,Clothing,3,72,216,31.93
10159,2023-06-01 07:14:42,West,Headphones C,Electronics,3,642,1926,484.6
10160,2023-09-24 11:04:11,Central,Jacket,Clothing,5,22,110,27.72
10161,2023-08-24 20:58:15,East,Microwave,Appliances,5,336,1680,273.03
10162,2023-03-05 20:13:09,South,Bookshelf,Furniture,2,579,1158,210.91
10163,2023-08-07 17:41:46,East,Bookshelf,Furniture,5,782,3910,554.98
10164,2023-11-22 21:31:14,East,Sofa,Furniture,3,665,1995,589.15
10165,2023-06-22 05:48:48,Central,Laptop Model A,Electronics,2,1009,2018,462.37
10166,2023-01-06 16:27:14,Central,Jacket,Clothing,5,89,445,127.67
10167,2023-04-30 15:21:08,South,Refrigerator,Appliances,4,243,972,156.18
10168,2023-05-28 05:54:54,Central,Microwave,Appliances,1,713,713,182.8
10169,2023-04-25 16:41:49,Central,Laptop Model A,Electronics,3,895,2685,679.77
10170,2023-09-14 16:40:34,Central,Refrigerator,Appliances,1,783,783,186.61
10171,2023-05-28 18:22:56,East,Washing Machine,Appliances,3,68,204,59.8
10172,2023-05-29 02:42:12,South,Washing Machine,Appliances,2,313,626,111.87
10173,2023-11-24 13:49:13,West,Refrigerator,Appliances,2,162,324,40.87
10174,2023-03-22 00:42:30,East,Jeans,Clothing,3,74,222,52.02
10175,2023-09-23 13:28:30,Central,Blender,Appliances,4,74,296,72.78
10176,2023-10-29 15:47:25,East,Dining Table,Furniture,5,100,500,107.51
10177,2023-03-21 22:32:06,Central,Smartphone Model B,Electronics,5,340,1700,240.32
10178,2023-03-10 03:46:34,Central,Jacket,Clothing,5,69,345,69.31
10179,2023-12-20 07:58:00,East,Refrigerator,Appliances,1,176,176,28.59
10180,2023-10-09 15:49:34,South,T-Shirt (Blue),Clothing,1,45,45,8.35
10181,2023-03-17 08:27:05,Central,Microwave,Appliances,3,243,729,166.97
10182,2023-04-09 12:10:17,South,Bookshelf,Furniture,1,483,483,120.29
10183,2023-04-02 07:02:19,West,Headphones C,Electronics,4,613,2452,359.08
10184,2023-11-11 14:42:20,Central,Washing Machine,Appliances,3,404,1212,219.45
10185,2023-11-15 11:29:54,South,Refrigerator,Appliances,3,959,2877,442.58
10186,2023-01-09 21:46:38,South,Washing Machine,Appliances,4,734,2936,410.24
10187,2023-09-13 10:35:11,West,Refrigerator,Appliances,2,94,188,48.26
10188,2023-06-28 20:28:22,South,Tablet D,Electronics,5,282,1410,397.41
10189,2023-11-26 02:14:08,South,Headphones C,Electronics,3,557,1671,290.83
10190,2023-04-03 06:16:19,West,Bookshelf,Furniture,2,756,1512,378.39
10191,2023-02-08 13:17:48,Central,Laptop Model A,Electronics,2,945,1890,528.06
10192,2023-02-07 16:33:35,South,Blender,Appliances,4,705,2820,759.21
10193,2023-01-11 02:52:51,South,Office Chair,Furniture,4,421,1684,229.97
10194,2023-03-07 10:37:17,South,Office Chair,Furniture,2,573,1146,333.78
10195,2023-11-21 01:24:52,East,Sofa,Furniture,5,283,1415,248.1
10196,2023-12-20 04:16:22,West,Washing Machine,Appliances,4,339,1356,227.6
10197,2023-05-22 22:00:06,East,T-Shirt (Blue),Clothing,3,17,51,5.74
10198,2023-07-25 10:46:04,West,Refrigerator,Appliances,3,679,2037,401.77
10199,2023-02-08 16:53:34,Central,Tablet D,Electronics,5,430,2150,261.88
10200,2023-10-03 22:46:02,Central,Headphones C,Electronics,5,1006,5030,753.03
10201,2023-04-22 03:14:43,South,Blender,Appliances,1,962,962,157.18
10202,2023-09-24 03:03:40,West,Refrigerator,Appliances,1,719,719,188.21
10203,2023-11-28 10:31:59,Central,Dining Table,Furniture,5,632,3160,869.31
10204,2023-09-12 06:59:18,West,Blender,Appliances,3,102,306,49.11
10205,2023-02-04 05:57:14,Central,Sofa,Furniture,3,412,1236,335.87
10206,2023-12-29 03:16:02,East,Headphones C,Electronics,1,925,925,251.09
10207,2023-09-05 02:58:29,Central,Office Chair,Furniture,1,282,282,71.33
10208,2023-09-29 19:23:07,East,Blender,Appliances,2,59,118,15.26
10209,2023-01-01 12:06:25,Central,Laptop Model A,Electronics,4,655,2620,623.73
10210,2023-12-23 06:01:13,South,T-Shirt (Red),Clothing,4,29,116,33.52
10211,2023-06-20 15:35:08,East,Sofa,Furniture,2,113,226,53.45
10212,2023-11-23 15:43:57,Central,Smartphone Model B,Electronics,2,611,1222,203.25
10213,2023-01-30 09:24:08,South,Sofa,Furniture,4,152,608,121.67
10214,2023-07-15 10:46:12,East,Tablet D,Electronics,4,404,1616,370.3
10215,2023-08-01 09:59:33,South,Headphones C,Electronics,3,670,2010,406.25
10216,2023-06-19 11:46:35,West,Office Chair,Furniture,2,111,222,27.53
10217,2023-12-04 21:14:03,West,Jeans,Clothing,2,91,182,29.56
10218,2023-12-09 03:12:43,East,Laptop Model A,Electronics,2,838,1676,436.56
10219,2023-05-02 15:54:59,Central,Headphones C,Electronics,3,1072,3216,875.66
10220,2023-04-07 03:21:01,East,Headphones C,Electronics,4,760,3040,387.48
10221,2023-01-24 06:03:41,South,Jacket,Clothing,1,35,35,10.17
10222,2023-01-14 21:44:42,Central,Jeans,Clothing,2,95,190,31.5
10223,2023-07-20 10:59:11,West,Microwave,Appliances,1,392,392,91.13
10224,2023-05-17 20:03:05,Central,Sofa,Furniture,2,489,978,244.86
10225,2023-09-01 14:28:06,West,T-Shirt (Blue),Clothing,5,53,265,69.53
10226,2023-09-29 17:33:15,Central,Sofa,Furniture,1,256,256,74.02
10227,2023-08-24 09:28:56,Central,Blender,Appliances,4,700,2800,455.23
10228,2023-10-01 13:53:42,Central,Sofa,Furniture,1,676,676,183.67
10229,2023-01-29 18:06:53,South,Jacket,Clothing,3,28,84,10.61
10230,2023-02-03 15:36:00,South,Bookshelf,Furniture,1,773,773,186.3
10231,2023-11-20 11:26:56,East,Jacket,Clothing,4,77,308,76.51
10232,2023-03-10 05:39:04,East,Office Chair,Furniture,4,240,960,226.12
10233,2023-12-18 05:01:14,West,T-Shirt (Red),Clothing,3,58,174,26.18
10234,2023-09-18 02:58:05,South,Jacket,Clothing,4,60,240,65.91
10235,2023-01-26 20:50:00,West,Sofa,Furniture,5,500,2500,334.43
10236,2023-10-02 03:22:27,East,Washing Machine,Appliances,2,520,1040,115.16
10237,2023-02-20 00:37:32,West,Tablet D,Electronics,2,1124,2248,547.37
10238,2023-03-09 09:16:24,East,Refrigerator,Appliances,1,877,877,171.1
10239,2023-01-05 15:51:30,South,Dining Table,Furniture,3,731,2193,591.71
10240,2023-12-12 14:12:54,Central,Refrigerator,Appliances,2,224,448,79.15
10241,2023-01-30 11:53:41,South,T-Shirt (Blue),Clothing,5,30,150,20.05
10242,2023-05-26 21:21:11,West,Smartphone Model B,Electronics,3,212,636,170.0
10243,2023-05-22 03:33:46,West,Dining Table,Furniture,5,635,3175,666.06
10244,2023-06-16 10:55:04,South,Bookshelf,Furniture,4,622,2488,342.94
10245,2023-01-23 14:48:29,South,Sofa,Furniture,1,551,551,134.49
10246,2023-06-16 22:01:08,East,Laptop Model A,Electronics,1,805,805,162.79
10247,2023-09-03 08:54:56,West,T-Shirt (Red),Clothing,1,30,30,6.63
10248,2023-05-14 02:49:22,West,Bookshelf,Furniture,4,751,3004,577.31
10249,2023-07-08 06:27:53,South,Refrigerator,Appliances,5,859,4295,1141.36
10250,2023-03-25 09:32:27,Central,Office Chair,Furniture,1,200,200,53.18
10251,2023-04-07 08:08:55,West,Sofa,Furniture,4,652,2608,630.82
10252,2023-09-26 22:01:50,Central,Office Chair,Furniture,3,402,1206,146.02
10253,2023-07-30 04:51:06,South,Bookshelf,Furniture,2,326,652,174.59
10254,2023-05-24 16:25:25,South,Jacket,Clothing,4,80,320,74.94
10255,2023-01-01 16:58:07,East,Refrigerator,Appliances,1,62,62,14.84
10256,2023-06-07 08:44:15,West,Jeans,Clothing,2,22,44,7.59
10257,2023-06-19 17:39:35,Central,Microwave,Appliances,4,80,320,88.27
10258,2023-09-26 08:52:03,East,Office Chair,Furniture,2,627,1254,307.32
10259,2023-07-31 11:56:32,West,Headphones C,Electronics,1,528,528,64.69
10260,2023-04-29 22:03:41,East,T-Shirt (Blue),Clothing,3,63,189,34.31
10261,2023-05-31 17:25:04,South,Smartphone Model B,Electronics,1,299,299,82.91
10262,2023-07-14 15:16:09,West,Jacket,Clothing,5,96,480,52.53
10263,2023-03-17 01:15:31,East,Office Chair,Furniture,5,261,1305,381.43
10264,2023-08-22 01:40:27,East,Jeans,Clothing,1,97,97,22.88
10265,2023-03-30 14:21:49,Central,Bookshelf,Furniture,4,373,1492,337.6
10266,2023-02-19 07:13:42,East,T-Shirt (Blue),Clothing,3,37,111,17.11
10267,2023-09-09 14:00:33,West,Bookshelf,Furniture,4,248,992,148.56
10268,2023-03-08 06:26:10,West,Dining Table,Furniture,4,587,2348,677.19
10269,2023-07-19 00:08:16,Central,Blender,Appliances,1,405,405,64.66
10270,2023-06-28 11:37:20,West,Bookshelf,Furniture,5,351,1755,447.7
10271,2023-10-04 00:58:31,South,Blender,Appliances,3,276,828,147.9
10272,2023-10-08 05:08:32,West,Sofa,Furniture,5,412,2060,263.37
10273,2023-02-27 11:10:50,West,Laptop Model A,Electronics,1,317,317,32.38
10274,2023-01-10 09:52:48,East,Bookshelf,Furniture,2,664,1328,277.35
10275,2023-01-03 14:34:41,East,Smartphone Model B,Electronics,4,1014,4056,1197.15
10276,2023-05-14 04:11:45,West,Tablet D,Electronics,5,785,3925,682.27
10277,2023-08-26 23:08:11,Central,Office Chair,Furniture,5,776,3880,665.18
10278,2023-08-17 20:29:41,East,Smartphone Model B,Electronics,2,1181,2362,398.75
10279,2023-03-31 12:21:42,Central,Refrigerator,Appliances,1,917,917,187.17
10280,2023-09-16 22:32:04,West,Jacket,Clothing,2,44,88,16.56
10281,2023-03-07 16:18:39,West,Bookshelf,Furniture,1,486,486,134.13
10282,2023-04-11 05:02:24,South,Laptop Model A,Electronics,1,979,979,196.88
10283,2023-03-18 11:54:40,East,Office Chair,Furniture,4,635,2540,511.94
10284,2023-09-15 20:12:02,West,Refrigerator,Appliances,5,220,1100,140.44
10285,2023-02-20 14:28:13,South,Dining Table,Furniture,1,477,477,141.45
10286,2023-08-01 06:09:05,East,Bookshelf,Furniture,4,329,1316,197.39
10287,2023-09-10 10:00:11,West,Headphones C,Electronics,1,1051,1051,120.52
10288,2023-05-03 19:36:57,West,Washing Machine,Appliances,4,833,3332,775.12
10289,2023-03-05 09:40:47,East,T-Shirt (Red),Clothing,1,67,67,14.68
10290,2023-10-27 03:51:33,East,T-Shirt (Blue),Clothing,4,36,144,26.36
10291,2023-12-03 00:04:06,East,Smartphone Model B,Electronics,5,881,4405,812.45
10292,2023-01-13 22:50:43,West,Bookshelf,Furniture,3,274,822,211.26
10293,2023-05-16 15:01:10,West,Tablet D,Electronics,1,873,873,121.47
10294,2023-07-09 06:03:54,South,Tablet D,Electronics,5,333,1665,439.64
10295,2023-05-03 15:11:51,Central,Headphones C,Electronics,5,864,4320,992.52
10296,2023-06-12 04:22:18,East,Dining Table,Furniture,1,154,154,28.3
10297,2023-03-24 05:07:10,West,Blender,Appliances,2,568,1136,217.66
10298,2023-11-08 10:08:37,West,Smartphone Model B,Electronics,4,1024,4096,619.85
10299,2023-01-30 14:37:11,East,Office Chair,Furniture,4,627,2508,628.06
10300,2023-03-19 01:58:28,Central,Washing Machine,Appliances,3,422,1266,256.46
10301,2023-12-30 04:11:31,East,Smartphone Model B,Electronics,4,1172,4688,769.63
10302,2023-12-08 01:03:29,Central,T-Shirt (Red),Clothing,4,60,240,52.61
10303,2023-02-05 15:39:49,West,Washing Machine,Appliances,1,209,209,62.52
10304,2023-01-20 05:38:29,Central,Headphones C,Electronics,3,975,2925,547.13
10305,2023-08-13 22:09:14,South,Washing Machine,Appliances,1,778,778,221.06
10306,2023-07-15 10:54:54,West,Refrigerator,Appliances,5,263,1315,222.24
10307,2023-08-05 08:27:27,South,Refrigerator,Appliances,3,693,2079,230.66
10308,2023-03-15 01:55:27,East,Refrigerator,Appliances,3,974,2922,411.56
10309,2023-12-23 19:05:04,East,Washing Machine,Appliances,1,206,206,37.85
10310,2023-04-24 08:11:52,East,Blender,Appliances,2,275,550,79.16
10311,2023-01-24 05:49:47,Central,Laptop Model A,Electronics,4,404,1616,161.67
10312,2023-01-20 04:51:06,West,T-Shirt (Blue),Clothing,4,96,384,108.67
10313,2023-12-06 13:42:29,East,Bookshelf,Furniture,4,317,1268,340.81
10314,2023-01-25 20:53:35,East,Refrigerator,Appliances,4,651,2604,646.99
10315,2023-03-27 03:15:40,West,Sofa,Furniture,1,730,730,97.5
10316,2023-12-04 20:18:10,East,Tablet D,Electronics,5,1023,5115,634.63
10317,2023-09-04 08:04:35,South,Blender,Appliances,4,483,1932,219.32
10318,2023-10-08 16:25:31,West,T-Shirt (Red),Clothing,3,24,72,17.63
10319,2023-10-10 19:40:42,West,Sofa,Furniture,4,377,1508,430.93
10320,2023-03-16 02:53:23,West,Blender,Appliances,1,578,578,107.57
10321,2023-02-17 20:41:54,South,Smartphone Model B,Electronics,3,289,867,107.36
10322,2023-01-11 12:58:01,West,T-Shirt (Blue),Clothing,4,80,320,64.79
10323,2023-08-01 18:53:54,South,Office Chair,Furniture,2,540,1080,183.35
10324,2023-08-28 06:47:26,West,Bookshelf,Furniture,2,124,248,43.39
10325,2023-09-02 09:00:03,Central,Blender,Appliances,2,556,1112,249.38
10326,2023-08-15 01:43:59,East,Jeans,Clothing,5,92,460,112.12
10327,2023-05-01 14:59:18,Central,T-Shirt (Red),Clothing,3,86,258,31.51
10328,2023-05-04 20:23:15,East,T-Shirt (Blue),Clothing,5,81,405,43.38
10329,2023-05-31 06:53:28,South,T-Shirt (Blue),Clothing,4,37,148,44.23
10330,2023-06-20 21:22:40,Central,Headphones C,Electronics,3,690,2070,303.35
10331,2023-12-12 08:07:03,West,T-Shirt (Blue),Clothing,1,58,58,6.42
10332,2023-07-15 00:08:31,East,Office Chair,Furniture,4,201,804,110.93
10333,2023-04-16 16:49:42,East,Dining Table,Furniture,4,668,2672,288.02
10334,2023-12-17 02:00:49,Central,Laptop Model A,Electronics,1,885,885,157.85
10335,2023-03-30 02:48:07,South,Dining Table,Furniture,2,104,208,54.18
10336,2023-08-23 01:23:12,Central,Sofa,Furniture,4,460,1840,309.58
10337,2023-07-09 15:36:42,South,Jeans,Clothing,3,63,189,35.69
10338,2023-09-12 22:57:31,South,Sofa,Furniture,1,521,521,122.5
10339,2023-02-11 19:30:00,East,Laptop Model A,Electronics,3,937,2811,567.2
10340,2023-07-23 17:43:52,Central,Jacket,Clothing,5,30,150,40.84
10341,2023-10-23 14:35:29,Central,Washing Machine,Appliances,5,439,2195,599.69
10342,2023-05-21 02:44:38,South,T-Shirt (Blue),Clothing,2,87,174,17.74
10343,2023-04-29 13:58:54,Central,Smartphone Model B,Electronics,2,501,1002,256.12
